location,size,total_sqft,bath,price,BHK
Vittasandra,2 BHK,1404.0,2.0,75.0,2.0
Sarjapur,3 BHK,1525.0,2.0,48.0,3.0
Kengeri,2 BHK,1025.0,2.0,57.0,2.0
Bahubali Nagar,5 Bedroom,1575.0,4.0,150.0,5.0
RMV 2nd Stage,2 BHK,860.0,1.0,43.0,2.0
Talaghattapura,3 BHK,1223.0,2.0,42.81,3.0
Lottegolla Halli,4 BHK,3750.0,3.0,550.0,4.0
Kothannur,2 BHK,1197.0,2.0,47.8,2.0
Garudachar Palya,2 BHK,1150.0,2.0,52.75,2.0
Kodbisanhalli,4 Bedroom,4800.0,5.0,629.0,4.0
R.T. Nagar,2 BHK,1040.0,2.0,46.0,2.0
Banashankari,2 BHK,1310.0,2.0,80.0,2.0
Uttarahalli,3 BHK,1788.0,3.0,98.34,3.0
Raja Rajeshwari Nagar,2 BHK,1144.0,2.0,38.55,2.0
Anjanapura,2 BHK,1070.0,2.0,39.0,2.0
Nandini Layout,2 BHK,1200.0,2.0,70.0,2.0
Ambedkar Nagar,3 BHK,1862.0,3.0,120.0,3.0
Margondanahalli,2 Bedroom,1200.0,2.0,58.5,2.0
Begur Road,2 BHK,970.0,2.0,27.0,2.0
Kasavanhalli,3 BHK,1646.0,3.0,79.5,3.0
Sarjapur  Road,4 BHK,4395.0,4.0,242.0,4.0
Vibhutipura Extension,5 Bedroom,1200.0,4.0,100.0,5.0
Iblur Village,3 BHK,1995.0,3.0,135.0,3.0
1st Block Jayanagar,4 Bedroom,2400.0,4.0,450.0,4.0
Hosakerehalli,2 BHK,1085.0,2.0,47.74,2.0
Budigere,2 BHK,1139.0,2.0,56.8,2.0
Haralur Road,2 BHK,1092.0,2.0,44.0,2.0
Pattandur Agrahara,3 BHK,1767.0,3.0,98.0,3.0
HMT Layout,3 BHK,1700.0,3.0,80.0,3.0
Bellandur,3 BHK,1692.0,3.0,88.0,3.0
6th Phase JP Nagar,3 BHK,1645.0,3.0,100.0,3.0
Uttarahalli,3 BHK,1345.0,2.0,57.0,3.0
Basapura,2 BHK,1100.0,2.0,60.0,2.0
Gollarapalya Hosahalli,3 BHK,1408.0,3.0,62.0,3.0
Banashankari Stage III,4 Bedroom,2400.0,4.0,240.0,4.0
Kadugodi,4 Bedroom,1920.0,4.0,200.0,4.0
Bileshivale,5 Bedroom,6040.0,4.0,170.0,5.0
Thigalarapalya,3 BHK,2072.0,4.0,150.0,3.0
Malleshwaram,2 BHK,1420.0,2.0,158.0,2.0
Electronics City Phase 1,3 Bedroom,2040.0,3.0,137.0,3.0
Sarjapur  Road,3 BHK,1220.0,3.0,56.0,3.0
8th Phase JP Nagar,4 Bedroom,1200.0,4.0,145.0,4.0
B Channasandra,2 BHK,1300.0,2.0,79.0,2.0
Electronics City Phase 1,2 BHK,1150.0,2.0,39.0,2.0
KR Puram,2 BHK,1470.0,2.0,86.0,2.0
Hosa Road,2 BHK,1063.0,2.0,31.9,2.0
Harappanahalli,2 BHK,1311.0,2.0,48.0,2.0
Dollars Colony,4 BHK,3500.0,4.0,350.0,4.0
Nagarbhavi,4 Bedroom,600.0,2.0,100.0,4.0
Arehalli,3 BHK,1400.0,2.0,55.0,3.0
Kanakpura Road,2 Bedroom,2200.0,2.0,62.0,2.0
Thanisandra,3 BHK,1430.0,2.0,56.0,3.0
Vidyaranyapura,2 BHK,1060.0,2.0,55.0,2.0
Cambridge  road,3 BHK,1000.0,2.0,110.0,3.0
Sector 7 HSR Layout,3 BHK,1760.0,3.0,145.0,3.0
Whitefield,3 BHK,2010.0,3.0,92.0,3.0
Kanakpura Road,3 BHK,1480.0,2.0,64.23,3.0
8th Phase JP Nagar,3 BHK,1230.0,2.0,43.5,3.0
Gottigere,3 BHK,1300.0,3.0,65.0,3.0
Vajarahalli,4 Bedroom,800.0,4.0,120.0,4.0
Frazer Town,4 BHK,4850.0,6.0,385.0,4.0
Singasandra,2 BHK,1100.0,2.0,52.0,2.0
Harlur,3 BHK,1752.12,3.0,116.0,3.0
Marathahalli,2 BHK,957.0,2.0,46.9,2.0
Balagere,1 BHK,790.5,1.0,41.9,1.0
Hennur Gardens,3 BHK,1942.0,3.0,102.0,3.0
Ashirvad Colony,2 BHK,1000.0,2.0,53.0,2.0
Yeshwanthpur,1 BHK,668.0,1.0,36.85,1.0
Cholanayakanahalli,5 Bedroom,3000.0,6.0,1000.0,5.0
Nagarbhavi,3 Bedroom,600.0,2.0,80.0,3.0
Uttarahalli,2 BHK,1089.0,2.0,43.55,2.0
Thanisandra,3 BHK,1800.0,3.0,90.0,3.0
Yelahanka New Town,1 BHK,960.0,2.0,18.0,1.0
Yelahanka,2 BHK,1036.0,2.0,39.35,2.0
Marathahalli,3 BHK,1583.0,3.0,105.0,3.0
7th Phase JP Nagar,4 Bedroom,3300.0,4.0,150.0,4.0
Padmanabhanagar,2 BHK,1100.0,2.0,65.0,2.0
Thyagaraja Nagar,1 Bedroom,800.0,1.0,100.0,1.0
Vittasandra,2 BHK,1246.0,2.0,65.0,2.0
Dodda Nekkundi,2 BHK,850.0,2.0,28.0,2.0
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.51,2.0
Thanisandra,3 BHK,1697.0,3.0,114.0,3.0
TC Palaya,2 Bedroom,1000.0,2.0,64.0,2.0
HRBR Layout,3 BHK,1567.0,3.0,90.0,3.0
Anekal,2 Bedroom,1200.0,1.0,36.0,2.0
Sarjapur  Road,4 Bedroom,3750.0,6.0,290.0,4.0
Veerannapalya,2 BHK,950.0,2.0,45.0,2.0
Howthinarayanappa Garden,2 BHK,1022.0,2.0,52.0,2.0
Kammasandra,2 BHK,1018.0,2.0,23.45,2.0
Basavanagara,4 Bedroom,2000.0,3.0,25.0,4.0
Bharathi Nagar,2 BHK,1322.0,2.0,68.0,2.0
Marsur,4 Bedroom,1800.0,4.0,145.0,4.0
Doddakallasandra,3 BHK,1460.0,2.0,58.39,3.0
SRINIVASAPURA,2 BHK,990.0,2.0,44.55,2.0
Cambridge Layout,3 BHK,2400.0,3.0,260.0,3.0
Whitefield,3 BHK,1635.0,2.0,85.0,3.0
Rajaji Nagar,4 BHK,3526.0,4.0,558.0,4.0
Padmanabhanagar,4 Bedroom,3400.0,3.0,210.0,4.0
Ramakrishnappa Layout,3 BHK,2770.0,3.0,460.0,3.0
EPIP Zone,4 BHK,3035.0,5.0,200.0,4.0
Maragondanahalli,3 BHK,1533.0,3.0,85.0,3.0
Akshaya Nagar,3 BHK,1720.0,3.0,134.0,3.0
Frazer Town,3 BHK,2000.0,3.0,200.0,3.0
Yeshwanthpur,2 BHK,1185.0,2.0,75.84,2.0
Varthur Road,2 BHK,900.0,2.0,27.0,2.0
Attibele,1 BHK,395.0,1.0,10.25,1.0
Electronic City Phase II,2 BHK,1031.0,2.0,56.35,2.0
3rd Block Banashankari,6 Bedroom,2400.0,8.0,650.0,6.0
Thanisandra,4 BHK,2650.0,4.0,240.0,4.0
Basaveshwara Nagar,5 Bedroom,2400.0,5.0,415.0,5.0
Uttarahalli,3 BHK,1330.0,2.0,46.55,3.0
Hennur,2 BHK,1259.0,2.0,57.0,2.0
Raja Rajeshwari Nagar,3 BHK,1570.0,3.0,88.0,3.0
Bisuvanahalli,3 BHK,1075.0,2.0,36.0,3.0
Whitefield,2 BHK,1216.0,2.0,79.0,2.0
Sarjapur  Road,3 BHK,1428.0,2.0,66.0,3.0
Begur Road,2 BHK,1160.0,2.0,40.59,2.0
 ittamadu,3 Bedroom,600.0,2.0,110.0,3.0
Doddakannelli,3 BHK,1475.0,3.0,70.0,3.0
Harlur,3 BHK,1754.0,3.0,135.0,3.0
Rayasandra,3 BHK,1639.0,3.0,83.0,3.0
Hennur Road,3 BHK,1804.0,3.0,102.0,3.0
Whitefield,3 Bedroom,1200.0,3.0,56.2,3.0
Anand Nagar,2 BHK,1135.0,2.0,55.0,2.0
Begur Road,2 BHK,1260.0,2.0,46.62,2.0
Peenya,5 Bedroom,1440.0,5.0,110.0,5.0
Hennur Road,3 BHK,2160.0,3.0,160.0,3.0
Rayasandra,7 Bedroom,700.0,6.0,85.0,7.0
Rachenahalli,2 BHK,1220.0,2.0,59.5,2.0
Margondanahalli,2 Bedroom,1200.0,2.0,67.0,2.0
Yelahanka,2 BHK,1300.0,2.0,65.0,2.0
Cox Town,1 BHK,605.0,1.0,29.0,1.0
Vijayanagar,6 Bedroom,1230.0,4.0,210.0,6.0
Bhoganhalli,2 BHK,1444.0,2.0,75.97,2.0
Amruthahalli,2 BHK,924.0,2.0,45.0,2.0
Kaikondrahalli,2 BHK,1000.0,2.0,30.0,2.0
Vishveshwarya Layout,4 Bedroom,600.0,4.0,95.0,4.0
Patelappa Layout,3 Bedroom,1200.0,3.0,225.0,3.0
Bisuvanahalli,2 BHK,845.0,2.0,29.0,2.0
Kanakpura Road,2 BHK,700.0,2.0,35.0,2.0
Kothanur,2 BHK,1187.0,2.0,58.0,2.0
Kaggadasapura,3 BHK,1625.0,3.0,55.0,3.0
 Devarachikkanahalli,2 Bedroom,1200.0,2.0,83.0,2.0
Pulkeshi Nagar,2 BHK,1452.55,2.0,110.0,2.0
"Thanisandra Main Road, ",3 BHK,2357.0,3.0,151.0,3.0
Kaval Byrasandra,2 BHK,1200.0,2.0,49.5,2.0
Budigere,2 BHK,1139.0,2.0,56.85,2.0
Basavangudi,1 Bedroom,600.0,1.0,97.5,1.0
Kanakpura Road,3 BHK,1660.0,3.0,75.0,3.0
Jayanagar,2 BHK,1170.0,2.0,105.0,2.0
Somasundara Palya,2 BHK,1448.0,2.0,68.0,2.0
Kadugodi,3 BHK,1762.0,3.0,110.0,3.0
Kaggadasapura,2 BHK,1105.0,2.0,38.65,2.0
Yelahanka,3 BHK,1825.0,3.0,105.0,3.0
 Bhoganhalli,1 RK,296.0,1.0,22.89,1.0
Kumbalgodu,5 Bedroom,1200.0,4.0,85.0,5.0
Thanisandra,2 BHK,1185.0,2.0,43.0,2.0
Electronic City Phase II,3 BHK,1320.0,2.0,38.12,3.0
Hulimavu,2 BHK,1058.0,2.0,48.0,2.0
Bellandur,2 BHK,1220.0,2.0,60.0,2.0
Sarjapur,2 BHK,925.0,2.0,25.0,2.0
Old Madras Road,2 BHK,1200.0,2.0,72.0,2.0
Kengeri,3 BHK,1160.0,2.0,40.6,3.0
Kengeri Satellite Town,3 Bedroom,600.0,4.0,72.0,3.0
banashankari stage iii sa,3 BHK,1411.0,3.0,91.72,3.0
Bannerghatta Road,3 BHK,1550.0,3.0,78.0,3.0
Green Glen Layout,4 BHK,3250.0,4.0,230.0,4.0
Haralur Road,3 BHK,2475.0,4.0,130.0,3.0
7th Phase JP Nagar,4 BHK,2503.0,4.0,188.0,4.0
Marathahalli,4 BHK,2524.0,5.0,190.0,4.0
Kaggadasapura,2 BHK,1063.0,2.0,42.0,2.0
Kanakpura Road,2 BHK,1077.0,2.0,37.7,2.0
Manayata Tech Park,2 BHK,1200.0,3.0,44.0,2.0
Hosakerehalli,4 BHK,1500.0,3.0,70.0,4.0
Jalahalli,2 BHK,1045.0,2.0,76.77,2.0
Kanakapura,3 BHK,1290.0,2.0,45.15,3.0
Hoodi,2 BHK,1400.0,2.0,78.0,2.0
Begur Road,3 BHK,1600.0,3.0,58.14,3.0
Jayanagar,3 BHK,3095.0,3.0,375.0,3.0
Nagavara,3 BHK,1545.0,2.0,58.0,3.0
Sarjapur  Road,3 BHK,1680.0,3.0,112.0,3.0
Amruthnagar,2 BHK,1350.0,2.0,67.5,2.0
Gottigere,2 BHK,950.0,2.0,38.0,2.0
Thanisandra,2 BHK,1050.0,2.0,45.0,2.0
Banashankari Stage V,3 BHK,1305.0,2.0,49.0,3.0
Hosakerehalli,4 Bedroom,800.0,4.0,120.0,4.0
Kodichikkanahalli,5 BHK,2700.0,7.0,125.0,5.0
MS Pallya,3 Bedroom,1100.0,3.0,78.0,3.0
Thanisandra,6 Bedroom,3500.0,5.0,160.0,6.0
Begur Road,3 BHK,1634.0,3.0,83.33,3.0
Prithvi Layout,2 BHK,1352.0,2.0,85.0,2.0
Balagere,2 BHK,1145.0,2.0,65.0,2.0
Alfa Garden Layout,2 BHK,1240.0,2.0,43.79,2.0
7th Phase JP Nagar,3 BHK,2200.0,3.0,190.0,3.0
Bommasandra Industrial Area,2 BHK,1020.0,2.0,39.0,2.0
Palace Guttahalli,4 BHK,3600.0,4.0,365.0,4.0
Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,61.0,2.0
Electronic City Phase II,2 BHK,1205.0,2.0,75.0,2.0
Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2.0
CV Raman Nagar,2 BHK,1028.0,2.0,49.0,2.0
Akshya Nagar,2 BHK,1175.0,2.0,48.27,2.0
Pai Layout,3 BHK,1550.0,2.0,90.0,3.0
Yeshwanthpur,3 BHK,1826.0,3.0,165.0,3.0
Hoodi,5 Bedroom,2400.0,5.0,160.0,5.0
Yelahanka,3 BHK,1603.0,3.0,96.0,3.0
Marathahalli,3 BHK,1350.0,3.0,72.0,3.0
KR Puram,1 BHK,714.0,1.0,28.0,1.0
Whitefield,2 BHK,1215.0,2.0,65.0,2.0
Malleshpalya,3 BHK,1405.0,2.0,77.0,3.0
KR Puram,2 BHK,1142.0,2.0,51.0,2.0
Akshaya Vana,4 Bedroom,4000.0,4.0,170.0,4.0
Whitefield,3 BHK,1870.0,3.0,90.0,3.0
Subramanyapura,2 BHK,1313.0,2.0,73.0,2.0
Hennur Gardens,3 BHK,1945.0,3.0,120.0,3.0
Thanisandra,3 BHK,1573.0,3.0,95.0,3.0
Sarjapur  Road,2 BHK,1255.0,2.0,92.0,2.0
Benson Town,4 BHK,1400.0,3.0,91.15,4.0
Kannamangala,2 BHK,1235.0,2.0,43.63,2.0
Sarjapur  Road,3 BHK,1380.0,2.0,52.0,3.0
Ramamurthy Nagar,7 Bedroom,1500.0,9.0,250.0,7.0
Vittasandra,2 BHK,1238.0,2.0,67.0,2.0
Chennammana Kere,3 BHK,1465.0,2.0,74.72,3.0
Thigalarapalya,2 BHK,1418.0,2.0,103.0,2.0
Victoria Layout,3 BHK,1650.0,3.0,165.0,3.0
 Anekal,1 RK,351.0,1.0,16.0,1.0
Uttarahalli,2 BHK,1279.0,2.0,48.0,2.0
Kasavanhalli,3 Bedroom,1870.0,3.0,200.0,3.0
BCC Layout,4 Bedroom,1500.0,5.0,230.0,4.0
Hebbal,3 BHK,2526.0,2.0,250.0,3.0
Mathikere,3 Bedroom,1550.0,2.0,150.0,3.0
Uttarahalli,3 BHK,1845.0,2.0,68.27,3.0
Motappa Layout,3 BHK,1360.0,2.0,59.27,3.0
Friends Colony,3 BHK,1150.0,2.0,75.0,3.0
Whitefield,2 BHK,1260.0,2.0,49.5,2.0
Doddabidrakallu,3 Bedroom,1200.0,3.0,74.0,3.0
Dasanapura,2 BHK,965.0,2.0,42.5,2.0
Hoodi,3 BHK,1350.0,2.0,48.0,3.0
Bhoganhalli,2 BHK,1447.0,2.0,75.97,2.0
Arehalli,3 BHK,1229.0,3.0,86.03,3.0
Kudlu,2 BHK,1027.0,2.0,43.0,2.0
Gottigere,2 BHK,1153.0,2.0,48.5,2.0
Whitefield,4 BHK,2856.0,5.0,145.5,4.0
Malleshpalya,2 BHK,1065.0,2.0,50.0,2.0
Tala Cauvery Layout,2 BHK,1030.0,2.0,61.0,2.0
Mallasandra,2 BHK,1340.0,2.0,61.0,2.0
Marathahalli,4 BHK,4000.0,5.0,212.0,4.0
Sri Balaji Krupa Layout,1 Bedroom,600.0,1.0,32.0,1.0
Begur Road,3 BHK,1410.0,2.0,44.42,3.0
Varthur,2 BHK,1055.0,2.0,45.35,2.0
Yelahanka,2 BHK,1304.0,2.0,79.0,2.0
Sadashiva Nagar,4 BHK,2720.0,4.0,485.0,4.0
Kammasandra,2 BHK,990.0,2.0,31.5,2.0
7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2.0
Tumkur Road,1 BHK,700.0,1.0,30.09,1.0
Sonnenahalli,2 BHK,1120.0,2.0,43.0,2.0
Haralur Road,2 BHK,1300.0,2.0,73.0,2.0
Tumkur Road,2 BHK,1239.0,2.0,82.0,2.0
Sarjapur  Road,3 BHK,1403.0,3.0,51.63,3.0
Hosa Road,2 BHK,1365.0,2.0,92.0,2.0
8th block Koramangala,2 BHK,1165.0,2.0,135.0,2.0
Subramanyapura,3 BHK,1130.0,2.0,45.19,3.0
Green Glen Layout,3 BHK,1776.42,3.0,105.0,3.0
Vidyaranyapura,4 Bedroom,900.0,4.0,175.0,4.0
Haralur Road,2 BHK,1194.0,2.0,47.0,2.0
Bidadi,2 BHK,1107.0,2.0,33.0,2.0
Nagavara,3 BHK,2319.0,3.0,180.0,3.0
Nallurhalli,3 BHK,1520.0,3.0,80.0,3.0
Kannamangala,3 BHK,1536.0,3.0,89.0,3.0
Teachers Colony,4 BHK,3000.0,4.0,240.0,4.0
Belathur,2 BHK,1050.0,2.0,38.0,2.0
Hoodi,3 BHK,1850.0,3.0,146.0,3.0
Billekahalli,2 BHK,1112.0,2.0,62.0,2.0
Marathahalli,3 BHK,1535.0,3.0,72.5,3.0
Kanakpura Road,2 BHK,1050.0,2.0,35.0,2.0
Banashankari,4 Bedroom,2400.0,3.0,370.0,4.0
7th Phase JP Nagar,3 BHK,1250.0,3.0,65.0,3.0
Kalena Agrahara,2 BHK,1187.0,2.0,52.0,2.0
9th Phase JP Nagar,2 BHK,1164.0,2.0,56.0,2.0
Electronic City Phase II,3 BHK,1395.0,2.0,62.78,3.0
Arekere,3 BHK,2072.0,3.0,108.0,3.0
Kanakpura Road,3 BHK,1450.0,3.0,60.91,3.0
Bannerghatta Road,3 BHK,1550.0,3.0,82.0,3.0
Sampige Layout,2 BHK,1315.0,2.0,90.0,2.0
Hebbal,4 BHK,3067.0,4.0,230.0,4.0
Amruthnagar,2 BHK,1210.0,2.0,72.0,2.0
Bisuvanahalli,3 BHK,1075.0,2.0,47.0,3.0
Sathya Sai Layout,6 BHK,11338.0,9.0,1000.0,6.0
Virgonagar,3 BHK,1215.0,3.0,42.2,3.0
Kaggadasapura,3 BHK,1470.0,2.0,75.0,3.0
Dodsworth Layout,4 Bedroom,30000.0,4.0,2100.0,4.0
Hosur Road,3 BHK,1590.0,2.0,125.0,3.0
Kanakpura Road,2 BHK,1050.0,2.0,36.75,2.0
Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,55.91,2.0
Malleshwaram,3 BHK,2000.0,3.0,250.0,3.0
"Kudlu Village, ",3 BHK,1445.0,3.0,64.0,3.0
Sarjapur  Road,3 BHK,1220.0,3.0,58.0,3.0
Sarjapur,4 Bedroom,3190.0,3.0,160.0,4.0
Ramagondanahalli,2 BHK,1215.0,2.0,51.26,2.0
Budigere,3 BHK,1920.0,2.0,88.0,3.0
Dodda Nekkundi,2 BHK,1390.0,2.0,60.0,2.0
Battarahalli,3 Bedroom,800.0,2.0,75.0,3.0
Nagarbhavi,3 Bedroom,600.0,3.0,100.0,3.0
Hoodi,2 BHK,1196.0,2.0,71.74,2.0
Bannerghatta Road,3 BHK,1550.0,2.0,75.0,3.0
Thigalarapalya,2 BHK,1418.0,2.0,101.0,2.0
Varthur Road,3 BHK,1655.0,3.0,115.0,3.0
KR Puram,2 BHK,1115.0,2.0,33.45,2.0
Rajiv Gandhi Nagar,2 BHK,1170.0,2.0,68.0,2.0
Anekal,2 BHK,1035.0,2.0,38.3,2.0
Singasandra,3 BHK,1306.0,2.0,58.0,3.0
Kengeri,2 BHK,750.0,2.0,22.0,2.0
Thanisandra,3 BHK,1917.0,3.0,122.0,3.0
Kaggadasapura,3 BHK,1615.0,3.0,58.0,3.0
Marathahalli,2 BHK,1071.0,2.0,52.25,2.0
Koramangala,2 BHK,1325.0,2.0,119.0,2.0
Malleshwaram,7 Bedroom,3000.0,4.0,900.0,7.0
5th Phase JP Nagar,3 BHK,1400.0,2.0,88.0,3.0
Tumkur Road,2 BHK,1246.0,2.0,82.0,2.0
Sarjapur,2 BHK,1215.0,2.0,40.0,2.0
Munnekollal,2 BHK,1200.0,2.0,49.5,2.0
Kurubarahalli,4 Bedroom,450.0,3.0,53.0,4.0
Kodigehaali,2 BHK,1200.0,2.0,60.0,2.0
Kaval Byrasandra,2 BHK,945.0,2.0,50.0,2.0
Benson Town,4 BHK,4460.0,5.0,650.0,4.0
Hormavu,2 BHK,1175.0,2.0,52.0,2.0
Whitefield,2 BHK,920.0,2.0,63.0,2.0
Hosakerehalli,4 BHK,3024.0,5.0,350.0,4.0
Bidadi,2 Bedroom,1600.0,2.0,110.0,2.0
Sanjay nagar,4 Bedroom,750.0,2.0,110.0,4.0
Sector 4 HSR Layout,4 Bedroom,2400.0,4.0,700.0,4.0
Bhagyalakshmi Avenue,2 BHK,955.0,1.0,34.01,2.0
Ardendale,3 BHK,1750.0,3.0,100.0,3.0
Uttarahalli,3 BHK,1425.0,2.0,64.0,3.0
Basavangudi,3 BHK,2150.0,3.0,265.0,3.0
Whitefield,2 BHK,1165.0,2.0,40.5,2.0
Kaggadasapura,2 BHK,1050.0,2.0,48.0,2.0
Cholanayakanahalli,3 BHK,1370.0,2.0,75.0,3.0
Electronic City,3 BHK,1374.0,2.0,72.0,3.0
Harlur,3 BHK,1754.0,3.0,124.0,3.0
Kothanur,3 BHK,1847.0,3.0,110.0,3.0
Ambedkar Nagar,3 BHK,1850.0,4.0,139.0,3.0
Chikka Tirupathi,3 Bedroom,3297.0,3.0,135.0,3.0
Doddakannelli,2 BHK,1187.0,2.0,45.0,2.0
Bommasandra Industrial Area,3 BHK,1400.0,2.0,40.44,3.0
Kengeri Hobli,3 Bedroom,600.0,2.0,30.0,3.0
Chamrajpet,2 BHK,1350.0,2.0,180.0,2.0
Doddaballapur,3 Bedroom,3000.0,2.0,120.0,3.0
Thanisandra,1 BHK,693.0,1.0,34.3,1.0
Dairy Circle,3 BHK,1980.0,3.0,224.0,3.0
KR Puram,2 BHK,1021.0,2.0,48.0,2.0
Thigalarapalya,2 BHK,1165.0,2.0,95.0,2.0
Horamavu Agara,3 BHK,1756.0,3.0,92.0,3.0
Bharathi Nagar,3 BHK,1739.0,3.0,105.0,3.0
Varthur,2 BHK,1280.0,2.0,65.0,2.0
Marathahalli,2 BHK,1215.0,2.0,58.86,2.0
Munnekollal,2 BHK,950.0,2.0,46.5,2.0
Kengeri,3 BHK,1082.0,2.0,49.0,3.0
7th Phase JP Nagar,2 BHK,1050.0,2.0,42.0,2.0
Devanahalli,2 BHK,1080.0,2.0,53.35,2.0
Arekere,2 BHK,1100.0,2.0,55.0,2.0
Ardendale,4 Bedroom,3200.0,4.0,205.0,4.0
Sarjapur  Road,2 BHK,1311.0,2.0,78.0,2.0
Raja Rajeshwari Nagar,3 BHK,1608.0,3.0,67.98,3.0
Begur Road,2 BHK,1160.0,2.0,36.0,2.0
Whitefield,2 BHK,1170.0,2.0,71.0,2.0
Kengeri,2 BHK,1155.0,2.0,40.6,2.0
Hebbal,3 BHK,1255.0,2.0,77.68,3.0
Rayasandra,2 BHK,1065.0,2.0,44.95,2.0
Neeladri Nagar,1 BHK,674.0,1.0,21.0,1.0
Ambedkar Nagar,3 BHK,1936.0,4.0,126.0,3.0
Sarakki Nagar,3 BHK,2289.0,3.0,260.0,3.0
Abbaiah Reddy Layout,2 BHK,1100.0,2.0,38.45,2.0
Ramagondanahalli,3 BHK,2257.0,4.0,157.0,3.0
Nagarbhavi,2 BHK,1055.0,2.0,55.0,2.0
Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,51.87,3.0
Dinnur,3 BHK,1700.0,3.0,97.0,3.0
Raja Rajeshwari Nagar,3 BHK,1575.0,2.0,78.0,3.0
Frazer Town,3 BHK,3500.0,4.0,330.0,3.0
Rajiv Nagar,2 BHK,1263.0,2.0,93.32,2.0
KR Puram,3 BHK,1559.0,3.0,69.315,3.0
Kengeri Satellite Town,2 BHK,1043.0,2.0,65.0,2.0
Hennur,2 BHK,1255.0,2.0,53.5,2.0
JP Nagar,2 BHK,1352.5,2.0,93.865,2.0
Chandapura,1 BHK,590.0,1.0,13.57,1.0
Yelahanka,3 Bedroom,1550.0,3.0,120.0,3.0
Sarjapur  Road,3 BHK,1220.0,3.0,56.0,3.0
Rustam Bagh Layout,3 BHK,1900.0,3.0,160.0,3.0
Vasantha Vallabha Nagar,3 BHK,1360.0,3.0,55.0,3.0
Vyalikaval,2 BHK,1100.0,2.0,75.0,2.0
8th Phase JP Nagar,3 BHK,1455.0,3.0,73.31,3.0
KR Puram,2 BHK,1035.0,2.0,40.5,2.0
Harlur,2 BHK,1152.0,2.0,69.0,2.0
Bellandur,2 BHK,1299.0,2.0,82.0,2.0
Sarjapur  Road,3 BHK,1157.0,2.0,75.0,3.0
Rachenahalli,2 BHK,1050.0,2.0,52.5,2.0
Pai Layout,2 BHK,1050.0,2.0,40.0,2.0
Vittasandra,2 BHK,1246.0,2.0,67.4,2.0
"Sarjapur Road, ",3 BHK,1929.0,3.0,115.0,3.0
Hennur,2 BHK,1285.0,2.0,60.0,2.0
Margondanahalli,3 Bedroom,1200.0,2.0,65.0,3.0
"Banaswadi, ",4 BHK,3161.0,4.0,214.0,4.0
BTM 2nd Stage,3 BHK,1850.0,3.0,170.0,3.0
Sompura,3 BHK,1025.0,2.0,37.0,3.0
Malleshwaram,2 BHK,1124.0,3.0,80.0,2.0
Balagere,2 BHK,1012.0,2.0,54.59,2.0
Giri Nagar,7 BHK,4500.0,5.0,250.0,7.0
8th Phase JP Nagar,2 BHK,871.0,2.0,55.0,2.0
Chinnapanahalli,2 BHK,1020.0,2.0,40.0,2.0
Rachenahalli,3 BHK,1550.0,3.0,73.5,3.0
Anand Nagar,3 Bedroom,3515.0,3.0,420.0,3.0
Akshaya Nagar,3 BHK,1410.0,2.0,80.0,3.0
Chikka Tirupathi,4 Bedroom,3500.0,5.0,150.0,4.0
Whitefield,2 BHK,1118.0,2.0,75.0,2.0
Thanisandra,2 BHK,1098.0,2.0,68.0,2.0
Kanakapura,2 BHK,1130.0,2.0,45.2,2.0
Sarjapur  Road,2 BHK,1145.0,2.0,75.0,2.0
Kadugodi,3 Bedroom,950.0,3.0,80.0,3.0
Balaji Gardens Layout,2 BHK,1051.0,2.0,33.0,2.0
Thavarekere,7 Bedroom,600.0,7.0,108.0,7.0
Marathahalli,2 BHK,1102.0,2.0,53.67,2.0
Jalahalli,2 BHK,1478.0,2.0,125.0,2.0
Chandapura,1 BHK,645.0,1.0,16.45,1.0
Hebbal,2 BHK,823.0,2.0,50.63,2.0
Abbigere,2 BHK,880.0,2.0,35.0,2.0
KR Puram,4 Bedroom,600.0,5.0,75.0,4.0
Budigere,3 BHK,1991.0,4.0,100.0,3.0
TC Palaya,3 BHK,1100.0,3.0,50.0,3.0
Gubbalala,3 BHK,1745.0,3.0,115.0,3.0
HAL 2nd Stage,2 BHK,1226.0,3.0,135.0,2.0
Begur Road,3 Bedroom,680.0,4.0,68.0,3.0
 Devarabeesana Halli,2 BHK,1100.0,2.0,70.0,2.0
Banashankari Stage VI,4 Bedroom,1200.0,4.0,195.0,4.0
5th Phase JP Nagar,2 BHK,1450.0,2.0,58.0,2.0
Singasandra,4 BHK,3366.0,4.0,120.0,4.0
Sahakara Nagar,2 BHK,1150.0,2.0,54.0,2.0
Kanakpura Road,3 BHK,1843.0,3.0,95.84,3.0
Banashankari Stage VI,4 Bedroom,2200.0,4.0,195.0,4.0
Bommanahalli,2 BHK,1090.0,3.0,44.0,2.0
Kaggadasapura,2 BHK,1132.0,2.0,42.0,2.0
Hulimavu,2 BHK,1375.0,2.0,80.0,2.0
7th Phase JP Nagar,4 Bedroom,1500.0,5.0,220.0,4.0
Thanisandra,1 BHK,760.0,1.0,50.3,1.0
