location,size,total_sqft,bath,price,BHK,price_per_sqft
Battarahalli,2 BHK,1276.0,2.0,45.0,2.0,3526.6457680250783
other,2 BHK,1355.0,2.0,95.0,2.0,7011.070110701107
other,1 BHK,833.0,1.0,49.0,1.0,5882.35294117647
Ramamurthy Nagar,2 BHK,1200.0,2.0,48.0,2.0,4000.0
Yeshwanthpur,1 BHK,669.0,1.0,36.85,1.0,5508.221225710015
Koramangala,3 BHK,1594.0,3.0,125.0,3.0,7841.907151819322
Kothanur,3 BHK,1790.0,3.0,105.0,3.0,5865.921787709497
NGR Layout,2 BHK,1020.0,2.0,45.0,2.0,4411.764705882353
Kodichikkanahalli,2 BHK,1070.0,2.0,43.0,2.0,4018.691588785047
other,4 BHK,3000.0,5.0,270.0,4.0,9000.0
Kanakpura Road,2 BHK,1207.0,2.0,79.9,2.0,6619.718309859156
Varthur,2 BHK,1140.0,2.0,55.5,2.0,4868.421052631579
other,2 BHK,1220.0,2.0,68.0,2.0,5573.770491803279
Sarjapur  Road,3 BHK,1965.0,3.0,120.0,3.0,6106.8702290076335
Haralur Road,2 BHK,1225.0,2.0,70.0,2.0,5714.285714285715
Marathahalli,2 BHK,1075.0,2.0,52.43,2.0,4877.209302325581
Panathur,2 BHK,1000.0,2.0,68.0,2.0,6800.0
Hennur Road,3 BHK,1891.0,3.0,109.0,3.0,5764.1459545214175
Yelahanka,2 BHK,1322.0,2.0,86.0,2.0,6505.295007564297
Bellandur,4 Bedroom,3600.0,4.0,260.0,4.0,7222.222222222223
AECS Layout,2 BHK,1045.0,2.0,36.58,2.0,3500.478468899521
other,3 BHK,1545.0,3.0,85.0,3.0,5501.6181229773465
Thanisandra,3 BHK,1996.0,3.0,135.0,3.0,6763.527054108216
Brookefield,2 BHK,1125.0,2.0,70.0,2.0,6222.222222222223
Mysore Road,3 BHK,1560.0,3.0,115.0,3.0,7371.794871794872
Murugeshpalya,4 BHK,3100.0,4.0,310.0,4.0,10000.0
other,2 Bedroom,1350.0,2.0,110.0,2.0,8148.148148148148
Sarjapur  Road,3 BHK,2275.0,4.0,180.0,3.0,7912.087912087912
Dasanapura,1 BHK,708.0,1.0,28.32,1.0,4000.0
Sarjapur  Road,3 BHK,1680.0,3.0,160.0,3.0,9523.809523809525
Hoodi,2 BHK,1400.0,2.0,82.0,2.0,5857.142857142857
Bellandur,2 BHK,1310.0,2.0,72.0,2.0,5496.18320610687
BTM Layout,6 Bedroom,3300.0,6.0,165.0,6.0,5000.0
Chikkalasandra,3 BHK,1428.0,2.0,80.0,3.0,5602.240896358543
Whitefield,4 BHK,3252.0,4.0,280.0,4.0,8610.086100861008
Haralur Road,2 BHK,1194.0,2.0,46.0,2.0,3852.596314907873
8th Phase JP Nagar,2 BHK,1080.0,2.0,35.0,2.0,3240.740740740741
other,3 BHK,1200.0,2.0,68.0,3.0,5666.666666666667
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3.0,6243.213897937025
Sector 2 HSR Layout,2 BHK,1146.0,2.0,55.0,2.0,4799.301919720768
Rachenahalli,1 BHK,440.0,1.0,28.0,1.0,6363.636363636364
Sahakara Nagar,2 BHK,1048.0,2.0,50.0,2.0,4770.992366412213
Thanisandra,3 BHK,1801.0,3.0,115.0,3.0,6385.341476957246
Hennur Road,2 BHK,1232.0,2.0,69.61,2.0,5650.162337662337
Whitefield,2 BHK,1150.0,2.0,90.0,2.0,7826.086956521739
Talaghattapura,3 BHK,1868.0,3.0,120.0,3.0,6423.982869379015
Begur,3 BHK,1445.0,2.0,47.1,3.0,3259.515570934256
Hebbal Kempapura,3 BHK,1466.0,2.0,140.0,3.0,9549.795361527968
Somasundara Palya,2 BHK,1185.0,2.0,70.0,2.0,5907.172995780591
Yeshwanthpur,3 BHK,3027.0,4.0,260.0,3.0,8589.362405021473
Whitefield,4 BHK,2400.0,4.0,147.0,4.0,6125.0
Kaval Byrasandra,2 BHK,1185.0,2.0,49.0,2.0,4135.021097046413
other,5 Bedroom,2000.0,4.0,180.0,5.0,9000.0
Pai Layout,2 BHK,1075.0,2.0,35.0,2.0,3255.813953488372
Hebbal,3 BHK,1760.0,3.0,123.0,3.0,6988.636363636364
Banashankari,2 BHK,1600.0,2.0,63.98,2.0,3998.75
Haralur Road,2 BHK,1000.0,2.0,78.0,2.0,7800.0
7th Phase JP Nagar,2 BHK,1215.0,2.0,90.0,2.0,7407.407407407408
EPIP Zone,3 BHK,1734.0,3.0,125.0,3.0,7208.76585928489
Akshaya Nagar,2 BHK,1280.0,2.0,60.0,2.0,4687.5
Horamavu Banaswadi,2 BHK,1272.0,2.0,48.0,2.0,3773.5849056603774
Kereguddadahalli,3 BHK,1240.0,3.0,41.0,3.0,3306.451612903226
Yelahanka,2 BHK,1100.0,2.0,70.0,2.0,6363.636363636364
Ambalipura,2 BHK,896.0,2.0,30.13,2.0,3362.723214285714
Rachenahalli,4 BHK,3657.0,5.0,220.0,4.0,6015.859994531036
BTM 2nd Stage,2 BHK,1200.0,2.0,35.0,2.0,2916.6666666666665
Ambalipura,3 BHK,3500.0,3.0,198.0,3.0,5657.142857142857
Nagarbhavi,2 BHK,1145.0,2.0,40.0,2.0,3493.4497816593885
Seegehalli,3 BHK,1830.0,4.0,82.0,3.0,4480.87431693989
other,4 Bedroom,1280.0,4.0,115.0,4.0,8984.375
Chandapura,1 BHK,645.0,1.0,16.45,1.0,2550.3875968992247
Banashankari Stage III,3 BHK,1305.0,2.0,60.0,3.0,4597.701149425287
Thigalarapalya,2 BHK,1207.0,2.0,62.0,2.0,5136.702568351284
Thanisandra,3 BHK,1678.0,3.0,125.0,3.0,7449.344457687724
Kaggalipura,2 BHK,950.0,2.0,50.0,2.0,5263.1578947368425
Electronic City,2 BHK,1070.0,2.0,55.0,2.0,5140.186915887851
Ardendale,3 BHK,1732.46,3.0,92.0,3.0,5310.367916142364
Marathahalli,2 BHK,1360.0,2.0,103.0,2.0,7573.529411764706
Malleshpalya,4 Bedroom,2592.0,4.0,250.0,4.0,9645.06172839506
Lakshminarayana Pura,3 BHK,1656.0,3.0,150.0,3.0,9057.971014492754
Dodda Nekkundi,3 BHK,1999.0,3.0,135.0,3.0,6753.376688344172
7th Phase JP Nagar,2 BHK,1050.0,2.0,75.0,2.0,7142.857142857143
Basavangudi,3 BHK,1600.0,2.0,160.0,3.0,10000.0
Ramagondanahalli,2 BHK,1253.0,2.0,52.66,2.0,4202.713487629689
other,3 Bedroom,1200.0,3.0,85.0,3.0,7083.333333333333
other,3 BHK,1655.0,3.0,155.0,3.0,9365.558912386708
Old Madras Road,4 Bedroom,2600.0,4.0,260.0,4.0,10000.0
Sarjapur  Road,2 BHK,1418.0,2.0,78.0,2.0,5500.705218617772
Kalena Agrahara,2 BHK,1270.0,2.0,100.0,2.0,7874.015748031496
other,2 BHK,1150.0,2.0,74.0,2.0,6434.782608695652
Ramamurthy Nagar,2 Bedroom,600.0,3.0,45.0,2.0,7500.0
other,3 Bedroom,1200.0,2.0,108.0,3.0,9000.0
other,2 BHK,1200.0,2.0,75.0,2.0,6250.0
Chandapura,4 Bedroom,1200.0,5.0,92.0,4.0,7666.666666666667
Whitefield,1 BHK,624.0,1.0,35.0,1.0,5608.974358974359
Electronic City,2 BHK,1060.0,2.0,58.0,2.0,5471.698113207547
Hebbal,4 BHK,3960.0,5.0,386.0,4.0,9747.474747474747
KR Puram,2 BHK,950.0,2.0,40.0,2.0,4210.526315789473
Vishwapriya Layout,2 BHK,1235.0,2.0,60.0,2.0,4858.299595141701
Budigere,1 BHK,722.0,1.0,46.0,1.0,6371.191135734072
Kanakpura Road,4 Bedroom,2775.0,3.0,165.0,4.0,5945.945945945946
Sarjapur  Road,2 BHK,1200.0,2.0,93.0,2.0,7750.0
Marathahalli,2 BHK,1220.0,2.0,58.5,2.0,4795.081967213115
Nagavarapalya,1 BHK,705.0,1.0,52.5,1.0,7446.808510638298
Battarahalli,3 BHK,1880.0,3.0,94.36,3.0,5019.148936170212
Yelahanka,2 Bedroom,1200.0,2.0,70.0,2.0,5833.333333333333
Lingadheeranahalli,3 BHK,1893.0,3.0,130.0,3.0,6867.406233491812
Seegehalli,3 Bedroom,4000.0,3.0,235.0,3.0,5875.0
Haralur Road,3 BHK,1830.0,3.0,101.0,3.0,5519.12568306011
Kodigehalli,2 BHK,1200.0,2.0,48.0,2.0,4000.0
Bommasandra,2 BHK,1015.0,2.0,40.0,2.0,3940.886699507389
Raja Rajeshwari Nagar,2 BHK,1120.0,2.0,37.95,2.0,3388.3928571428573
Hoodi,1 BHK,706.0,1.0,48.24,1.0,6832.8611898017
other,4 Bedroom,1350.0,4.0,85.0,4.0,6296.2962962962965
Bisuvanahalli,3 BHK,1075.0,2.0,42.0,3.0,3906.9767441860463
Kanakpura Road,2 BHK,1290.0,2.0,80.0,2.0,6201.550387596899
Akshaya Nagar,2 BHK,1200.0,2.0,50.0,2.0,4166.666666666667
Hormavu,2 BHK,1150.0,2.0,53.11,2.0,4618.260869565217
Uttarahalli,3 BHK,1360.0,2.0,61.2,3.0,4500.0
Cox Town,3 BHK,1730.0,3.0,140.0,3.0,8092.485549132948
Marathahalli,2 BHK,950.0,2.0,45.68,2.0,4808.421052631579
Hegde Nagar,4 BHK,3216.0,5.0,300.0,4.0,9328.358208955224
Sarjapur  Road,2 BHK,1115.0,2.0,60.0,2.0,5381.165919282511
Koramangala,3 BHK,1900.0,3.0,150.0,3.0,7894.736842105263
Rajiv Nagar,4 BHK,2340.0,5.0,129.0,4.0,5512.820512820513
9th Phase JP Nagar,2 BHK,1005.0,2.0,43.0,2.0,4278.606965174129
Kengeri,1 BHK,416.0,1.0,19.5,1.0,4687.5
1st Phase JP Nagar,2 BHK,1394.0,2.0,100.0,2.0,7173.601147776184
Thanisandra,2 BHK,1265.0,2.0,82.0,2.0,6482.213438735178
Varthur,2 BHK,1012.0,2.0,59.0,2.0,5830.0395256917
Varthur,4 Bedroom,1600.0,4.0,112.0,4.0,7000.0
Chikkalasandra,2 BHK,1070.0,2.0,42.8,2.0,4000.0
Whitefield,3 BHK,1700.0,3.0,95.0,3.0,5588.235294117647
Bhoganhalli,2 BHK,910.2,2.0,80.64,2.0,8859.591298615689
Kogilu,2 BHK,1140.0,2.0,50.66,2.0,4443.859649122807
Whitefield,4 Bedroom,4960.0,4.0,400.0,4.0,8064.516129032258
Talaghattapura,3 BHK,2254.0,3.0,170.0,3.0,7542.147293700089
Kanakapura,2 BHK,945.0,2.0,47.0,2.0,4973.544973544974
Marathahalli,1 BHK,615.0,1.0,44.0,1.0,7154.471544715447
Ramamurthy Nagar,2 Bedroom,1110.0,2.0,65.0,2.0,5855.855855855856
Electronic City,2 BHK,1025.0,2.0,54.1,2.0,5278.048780487805
other,3 BHK,1758.0,3.0,95.0,3.0,5403.86803185438
Kaikondrahalli,3 BHK,1342.0,3.0,92.0,3.0,6855.439642324888
Whitefield,4 BHK,2928.0,4.0,198.0,4.0,6762.295081967213
Doddathoguru,2 BHK,1140.0,2.0,32.0,2.0,2807.0175438596493
Raja Rajeshwari Nagar,2 BHK,1608.0,2.0,85.0,2.0,5286.0696517412935
Kadugodi,3 BHK,1645.0,2.0,82.0,3.0,4984.802431610942
Harlur,2 BHK,1200.0,2.0,52.0,2.0,4333.333333333333
other,2 Bedroom,1200.0,3.0,85.0,2.0,7083.333333333333
Kalyan nagar,2 BHK,1080.0,2.0,73.0,2.0,6759.259259259259
Akshaya Nagar,2 BHK,1092.0,2.0,60.0,2.0,5494.505494505494
Jalahalli,3 BHK,1932.0,4.0,135.0,3.0,6987.577639751553
KR Puram,2 BHK,1156.0,2.0,72.0,2.0,6228.3737024221455
Bellandur,2 BHK,924.0,2.0,35.11,2.0,3799.78354978355
Thubarahalli,2 BHK,1330.0,2.0,75.0,2.0,5639.097744360903
Thanisandra,3 BHK,1917.0,4.0,113.0,3.0,5894.627021387585
Kodigehalli,1 BHK,655.0,1.0,53.0,1.0,8091.603053435115
other,3 BHK,1800.0,3.0,140.0,3.0,7777.777777777777
Margondanahalli,4 Bedroom,1360.0,2.0,45.0,4.0,3308.823529411765
Bellandur,3 BHK,1785.0,3.0,118.0,3.0,6610.644257703081
Kadugodi,7 BHK,4000.0,7.0,130.0,7.0,3250.0
Hebbal,3 BHK,1645.0,3.0,120.0,3.0,7294.83282674772
Gottigere,2 BHK,1235.0,2.0,63.0,2.0,5101.214574898785
Anandapura,2 Bedroom,900.0,2.0,48.0,2.0,5333.333333333333
Thanisandra,1 BHK,662.0,1.0,42.0,1.0,6344.410876132931
Bisuvanahalli,2 BHK,845.0,2.0,37.0,2.0,4378.698224852071
Sarjapur  Road,3 BHK,1525.0,2.0,87.0,3.0,5704.918032786885
Hebbal,3 BHK,1255.0,2.0,90.0,3.0,7171.314741035857
Mysore Road,3 BHK,1560.0,3.0,120.0,3.0,7692.307692307692
Kodichikkanahalli,3 BHK,1620.0,2.0,85.0,3.0,5246.913580246914
Marathahalli,3 BHK,1595.0,3.0,90.0,3.0,5642.633228840125
9th Phase JP Nagar,2 BHK,835.0,2.0,37.0,2.0,4431.137724550898
Thigalarapalya,2 BHK,1418.0,2.0,106.0,2.0,7475.317348377997
Sanjay nagar,3 BHK,1900.0,2.0,180.0,3.0,9473.684210526317
BTM 2nd Stage,2 BHK,1070.0,2.0,48.0,2.0,4485.981308411215
Electronics City Phase 1,1 BHK,755.0,1.0,42.41,1.0,5617.218543046358
Hebbal,3 BHK,1645.0,3.0,117.0,3.0,7112.462006079028
Sarjapur,3 Bedroom,2400.0,3.0,190.0,3.0,7916.666666666667
Chandapura,1 BHK,645.0,1.0,16.45,1.0,2550.3875968992247
other,4 BHK,3900.0,4.0,333.0,4.0,8538.461538461539
other,3 Bedroom,2400.0,4.0,200.0,3.0,8333.333333333334
Bannerghatta Road,3 BHK,1725.0,3.0,110.0,3.0,6376.811594202899
Sarjapur  Road,2 BHK,1346.0,2.0,71.32,2.0,5298.662704309063
Electronic City Phase II,2 BHK,1070.0,2.0,45.0,2.0,4205.607476635514
Begur Road,2 BHK,1225.0,2.0,35.52,2.0,2899.5918367346944
Neeladri Nagar,1 BHK,640.0,1.0,20.5,1.0,3203.125
Kanakapura,2 BHK,1190.0,2.0,39.0,2.0,3277.310924369748
other,3 BHK,1645.0,3.0,87.5,3.0,5319.148936170212
Marathahalli,2 BHK,1350.0,2.0,89.0,2.0,6592.592592592592
Vittasandra,2 BHK,1404.0,2.0,68.8,2.0,4900.284900284901
Dodda Nekkundi,2 BHK,1100.0,2.0,41.15,2.0,3740.909090909091
Thanisandra,3 BHK,1948.0,3.0,130.0,3.0,6673.511293634497
Raja Rajeshwari Nagar,2 BHK,1210.0,2.0,45.0,2.0,3719.00826446281
other,3 BHK,2600.0,3.0,140.0,3.0,5384.615384615385
7th Phase JP Nagar,3 BHK,1300.0,3.0,89.13,3.0,6856.153846153846
7th Phase JP Nagar,2 BHK,1130.0,2.0,73.0,2.0,6460.1769911504425
Thanisandra,3 BHK,1690.0,3.0,125.0,3.0,7396.449704142012
Padmanabhanagar,3 Bedroom,4500.0,4.0,360.0,3.0,8000.0
other,2 BHK,950.0,2.0,60.0,2.0,6315.789473684211
Marathahalli,2 BHK,1020.0,2.0,57.0,2.0,5588.235294117647
Hennur Road,3 BHK,1804.0,3.0,102.0,3.0,5654.10199556541
Marathahalli,2 BHK,1600.0,3.0,88.0,2.0,5500.0
Uttarahalli,2 BHK,1280.0,2.0,75.0,2.0,5859.375
Hebbal,3 BHK,1255.0,3.0,77.68,3.0,6189.641434262949
Hoodi,2 BHK,1257.0,2.0,69.0,2.0,5489.260143198091
Raja Rajeshwari Nagar,2 BHK,1240.0,2.0,53.27,2.0,4295.967741935484
Bannerghatta Road,6 Bedroom,1850.0,6.0,150.0,6.0,8108.108108108108
Hulimavu,2 BHK,1255.0,2.0,66.0,2.0,5258.964143426295
Ananth Nagar,2 BHK,870.0,2.0,36.0,2.0,4137.931034482759
R.T. Nagar,2 BHK,1235.0,2.0,65.0,2.0,5263.1578947368425
CV Raman Nagar,2 BHK,1025.0,2.0,50.0,2.0,4878.048780487805
Raja Rajeshwari Nagar,3 BHK,1395.0,2.0,72.0,3.0,5161.290322580645
Rachenahalli,3 BHK,1530.0,2.0,74.4,3.0,4862.745098039216
Dodda Nekkundi,3 BHK,1252.0,2.0,71.0,3.0,5670.926517571885
Hennur Road,2 BHK,1081.0,2.0,30.27,2.0,2800.185013876041
Ardendale,4 BHK,2062.0,3.0,150.0,4.0,7274.4907856450045
Bisuvanahalli,3 BHK,1180.0,2.0,60.0,3.0,5084.745762711865
Sarjapur  Road,1 BHK,715.0,1.0,29.0,1.0,4055.944055944056
Sarjapur  Road,2 BHK,1230.0,2.0,94.5,2.0,7682.926829268293
Kaggadasapura,2 BHK,1035.0,2.0,45.5,2.0,4396.135265700483
Kathriguppe,3 BHK,1300.0,3.0,77.99,3.0,5999.230769230769
Whitefield,2 BHK,1216.0,2.0,84.0,2.0,6907.894736842105
Nagavarapalya,1 BHK,705.0,1.0,57.0,1.0,8085.106382978724
Gottigere,3 BHK,1385.0,3.0,64.0,3.0,4620.938628158845
Koramangala,2 BHK,1320.0,2.0,110.0,2.0,8333.333333333334
Varthur,2 BHK,1140.0,2.0,39.9,2.0,3500.0
Kadugodi,2 BHK,1100.0,2.0,45.0,2.0,4090.909090909091
Rajaji Nagar,2 BHK,1263.0,2.0,107.0,2.0,8471.892319873317
Begur Road,3 BHK,1565.0,2.0,59.76,3.0,3818.5303514377
Whitefield,4 BHK,2882.0,5.0,204.0,4.0,7078.417765440666
Hennur Road,3 BHK,2320.0,3.0,170.0,3.0,7327.586206896552
Sarjapur  Road,3 BHK,1750.0,3.0,99.0,3.0,5657.142857142857
Kudlu,2 BHK,1143.0,2.0,55.0,2.0,4811.898512685914
Hennur Road,3 BHK,1936.0,3.0,118.0,3.0,6095.0413223140495
Chandapura,2 BHK,700.0,1.0,19.0,2.0,2714.285714285714
other,3 BHK,1402.0,2.0,85.0,3.0,6062.767475035664
Gottigere,2 BHK,1000.0,2.0,35.0,2.0,3500.0
Kengeri Satellite Town,2 BHK,818.0,2.0,26.0,2.0,3178.484107579462
Bommenahalli,4 Bedroom,1680.0,3.0,135.0,4.0,8035.714285714285
Kalyan nagar,4 BHK,2422.0,3.0,150.0,4.0,6193.228736581338
Indira Nagar,2 BHK,1145.0,2.0,100.0,2.0,8733.624454148472
Sarjapur  Road,2 BHK,1145.0,2.0,62.0,2.0,5414.847161572053
Bannerghatta Road,2 BHK,950.0,2.0,38.0,2.0,4000.0
Banashankari,2 BHK,1041.0,2.0,36.44,2.0,3500.480307396734
Thubarahalli,2 BHK,1085.0,2.0,70.0,2.0,6451.612903225807
Anjanapura,2 BHK,1070.0,2.0,37.0,2.0,3457.9439252336447
Raja Rajeshwari Nagar,2 BHK,1165.0,2.0,45.0,2.0,3862.660944206009
Bommasandra,2 BHK,1000.0,2.0,35.0,2.0,3500.0
Horamavu Agara,2 BHK,1169.0,2.0,64.0,2.0,5474.764756201882
Whitefield,3 BHK,1840.0,3.0,140.0,3.0,7608.695652173913
Kaval Byrasandra,2 BHK,997.0,2.0,53.0,2.0,5315.947843530592
Gunjur,2 BHK,1457.0,2.0,60.0,2.0,4118.050789293068
ISRO Layout,2 BHK,1000.0,2.0,60.0,2.0,6000.0
KR Puram,2 Bedroom,1000.0,2.0,60.0,2.0,6000.0
Sarjapur  Road,3 Bedroom,1500.0,3.0,88.0,3.0,5866.666666666667
Lakshminarayana Pura,2 BHK,1165.0,2.0,75.0,2.0,6437.768240343347
Kasavanhalli,3 BHK,1787.0,3.0,123.0,3.0,6883.044208170118
Raja Rajeshwari Nagar,3 BHK,1288.0,2.0,70.0,3.0,5434.782608695652
Doddathoguru,1 BHK,750.0,1.0,25.5,1.0,3400.0
Channasandra,3 Bedroom,1200.0,3.0,67.77,3.0,5647.5
Electronic City,3 BHK,1500.0,2.0,78.0,3.0,5200.0
Ambalipura,2 BHK,1230.0,2.0,66.25,2.0,5386.178861788618
Marathahalli,1 BHK,780.0,1.0,55.0,1.0,7051.282051282052
Bannerghatta Road,2 BHK,1220.0,2.0,80.0,2.0,6557.377049180328
Akshaya Nagar,3 BHK,1690.0,3.0,85.0,3.0,5029.585798816568
Bannerghatta Road,2 BHK,1130.0,2.0,78.0,2.0,6902.654867256637
Kengeri,2 BHK,900.0,2.0,45.0,2.0,5000.0
Panathur,2 BHK,1199.0,2.0,85.0,2.0,7089.241034195163
other,4 Bedroom,5000.0,4.0,290.0,4.0,5800.0
Uttarahalli,1 BHK,661.0,1.0,36.0,1.0,5446.293494704993
Marathahalli,3 BHK,1710.0,3.0,100.0,3.0,5847.953216374269
Kengeri Satellite Town,2 BHK,1030.0,2.0,50.0,2.0,4854.368932038835
Ramamurthy Nagar,2 Bedroom,1200.0,2.0,78.0,2.0,6500.0
Nagarbhavi,1 BHK,300.0,1.0,20.0,1.0,6666.666666666667
Green Glen Layout,3 BHK,1751.0,2.0,115.0,3.0,6567.675613934895
Panathur,2 BHK,1255.0,2.0,79.0,2.0,6294.820717131474
Whitefield,3 BHK,1778.0,3.0,122.0,3.0,6861.6422947131605
Hennur Road,2 BHK,1480.0,2.0,65.0,2.0,4391.891891891892
Marathahalli,2 BHK,1358.0,2.0,81.0,2.0,5964.653902798233
Electronics City Phase 1,1 BHK,580.0,1.0,27.0,1.0,4655.172413793103
Choodasandra,2 BHK,1197.0,2.0,63.0,2.0,5263.1578947368425
Lingadheeranahalli,3 BHK,1705.0,3.0,110.0,3.0,6451.612903225807
Hoodi,2 BHK,1132.0,2.0,67.9,2.0,5998.233215547704
other,2 BHK,814.0,2.0,55.0,2.0,6756.756756756757
Electronic City,3 BHK,1575.0,3.0,90.0,3.0,5714.285714285715
Pattandur Agrahara,2 BHK,1302.0,2.0,66.0,2.0,5069.124423963133
Hegde Nagar,3 BHK,2006.8,4.0,196.0,3.0,9766.792904125972
Electronic City,1 RK,435.0,1.0,19.5,1.0,4482.758620689655
other,3 BHK,1590.0,3.0,120.0,3.0,7547.169811320755
Electronic City Phase II,2 BHK,1140.0,2.0,33.06,2.0,2900.0
Kasavanhalli,2 BHK,1090.0,2.0,59.8,2.0,5486.238532110092
Thanisandra,3 BHK,1922.0,3.0,106.0,3.0,5515.088449531738
Thanisandra,2 BHK,965.0,2.0,67.0,2.0,6943.00518134715
Mysore Road,2 BHK,883.0,2.0,40.95,2.0,4637.599093997736
8th Phase JP Nagar,2 BHK,1062.0,2.0,42.47,2.0,3999.058380414313
Electronic City Phase II,2 BHK,1089.0,2.0,32.67,2.0,3000.0
Hoodi,2 BHK,1108.0,2.0,87.0,2.0,7851.985559566787
Harlur,2 BHK,1197.0,2.0,79.0,2.0,6599.832915622389
Vijayanagar,3 BHK,1749.0,3.0,117.0,3.0,6689.536878216123
Kasavanhalli,3 BHK,1691.0,3.0,104.0,3.0,6150.206978119456
Electronic City,3 BHK,1449.0,3.0,100.0,3.0,6901.311249137336
Whitefield,2 BHK,1400.0,2.0,80.0,2.0,5714.285714285715
Green Glen Layout,3 BHK,1750.0,3.0,130.0,3.0,7428.571428571428
7th Phase JP Nagar,3 BHK,1450.0,3.0,100.0,3.0,6896.551724137931
Haralur Road,3 BHK,1810.0,3.0,126.0,3.0,6961.325966850829
Vittasandra,2 BHK,1246.0,2.0,62.3,2.0,5000.0
Brookefield,3 BHK,1420.0,3.0,85.0,3.0,5985.915492957746
Old Airport Road,4 BHK,2658.0,5.0,187.0,4.0,7035.364936042137
other,3 BHK,1450.0,2.0,89.6,3.0,6179.310344827586
Talaghattapura,3 BHK,2254.0,3.0,170.0,3.0,7542.147293700089
Begur Road,2 BHK,1160.0,2.0,42.0,2.0,3620.689655172414
Raja Rajeshwari Nagar,2 BHK,1120.0,2.0,37.97,2.0,3390.178571428572
Kaggalipura,2 BHK,950.0,2.0,47.0,2.0,4947.368421052632
Basavangudi,2 BHK,1560.0,2.0,145.0,2.0,9294.871794871797
other,2 BHK,1340.0,2.0,77.0,2.0,5746.268656716418
Sarjapur  Road,3 BHK,1846.0,3.0,145.0,3.0,7854.821235102925
Dodda Nekkundi,2 BHK,1155.0,2.0,46.0,2.0,3982.683982683983
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,38.65,2.0,3390.3508771929824
Jalahalli East,3 BHK,1300.0,2.0,63.0,3.0,4846.153846153846
Bellandur,2 BHK,1051.0,2.0,60.0,2.0,5708.848715509039
Uttarahalli,2 BHK,1134.0,2.0,45.36,2.0,4000.0
other,3 BHK,1665.0,3.0,105.0,3.0,6306.306306306306
Kanakpura Road,3 BHK,1868.0,3.0,113.0,3.0,6049.250535331906
other,4 Bedroom,2300.0,4.0,200.0,4.0,8695.652173913044
other,2 BHK,1210.0,2.0,76.0,2.0,6280.99173553719
Ambalipura,2 BHK,1351.0,2.0,77.0,2.0,5699.481865284974
Hebbal,3 BHK,1636.0,3.0,119.0,3.0,7273.838630806846
Haralur Road,2 BHK,1464.0,2.0,56.0,2.0,3825.136612021858
Attibele,1 BHK,418.0,1.0,12.0,1.0,2870.813397129187
Bannerghatta,3 BHK,2370.0,4.0,195.0,3.0,8227.848101265823
Rachenahalli,3 BHK,1530.0,2.0,74.5,3.0,4869.281045751634
Marathahalli,2 BHK,1290.0,2.0,52.0,2.0,4031.0077519379847
Sarjapur  Road,3 BHK,1846.0,3.0,155.0,3.0,8396.533044420368
Hegde Nagar,3 BHK,1847.0,3.0,135.0,3.0,7309.149972929074
Hoodi,2 BHK,1430.0,2.0,110.0,2.0,7692.307692307692
Old Madras Road,2 BHK,935.0,2.0,45.0,2.0,4812.834224598931
Attibele,3 Bedroom,1350.0,3.0,85.0,3.0,6296.2962962962965
Hennur Road,3 BHK,1590.0,3.0,96.5,3.0,6069.182389937107
other,3 BHK,1286.0,3.0,67.0,3.0,5209.9533437014
Shivaji Nagar,2 BHK,1554.0,3.0,130.0,2.0,8365.508365508365
Harlur,3 BHK,1749.0,3.0,112.0,3.0,6403.659233847913
Bommenahalli,4 Bedroom,1632.0,3.0,128.0,4.0,7843.137254901961
other,2 BHK,1065.0,2.0,58.0,2.0,5446.0093896713615
Haralur Road,3 BHK,1520.0,2.0,96.0,3.0,6315.789473684211
Bisuvanahalli,3 BHK,1075.0,2.0,43.0,3.0,4000.0
Sector 7 HSR Layout,2 BHK,1342.0,2.0,115.0,2.0,8569.29955290611
HBR Layout,2 BHK,1004.0,2.0,49.0,2.0,4880.478087649402
Ramagondanahalli,2 BHK,1295.0,2.0,95.0,2.0,7335.907335907336
Thanisandra,2 BHK,1098.0,2.0,74.0,2.0,6739.526411657559
Kothanur,2 BHK,1070.0,2.0,45.5,2.0,4252.336448598131
Hosa Road,2 BHK,1016.0,2.0,40.0,2.0,3937.007874015748
Yelahanka,1 BHK,654.0,1.0,37.0,1.0,5657.492354740061
Yelachenahalli,2 BHK,1080.0,2.0,38.0,2.0,3518.5185185185187
Vijayanagar,2 BHK,1046.0,2.0,75.0,2.0,7170.172084130019
Domlur,3 BHK,1950.0,3.0,165.0,3.0,8461.538461538461
Doddakallasandra,3 BHK,2493.0,3.0,115.0,3.0,4612.916165262735
Ramagondanahalli,2 BHK,1151.0,2.0,50.5,2.0,4387.489139878367
Electronic City,2 BHK,1125.0,2.0,58.0,2.0,5155.555555555556
Kammasandra,2 BHK,992.0,2.0,25.79,2.0,2599.798387096774
1st Block Jayanagar,2 BHK,1000.0,3.0,60.0,2.0,6000.0
Bommanahalli,3 BHK,1850.0,3.0,90.0,3.0,4864.864864864865
Harlur,2 BHK,1174.0,2.0,75.0,2.0,6388.415672913117
Sultan Palaya,2 BHK,1100.0,2.0,45.0,2.0,4090.909090909091
Raja Rajeshwari Nagar,2 BHK,1095.0,2.0,38.33,2.0,3500.4566210045664
