location,total_sqft,bath,price,BHK,price_per_sqft
Raja Rajeshwari Nagar,1128.0,2.0,48.79,2,4325.354609929078
Amruthahalli,1100.0,2.0,45.0,2,4090.909090909091
Kengeri Satellite Town,635.0,1.0,22.0,2,3464.566929133858
Ardendale,2062.0,3.0,140.0,4,6789.524733268671
Thanisandra,1874.0,4.0,130.0,3,6937.033084311633
Old Madras Road,1171.0,2.0,75.0,2,6404.782237403928
Sarjapur,2020.0,3.0,85.0,3,4207.920792079208
8th Phase JP Nagar,1059.0,2.0,34.5,2,3257.790368271955
Jakkur,1760.0,3.0,110.0,3,6250.0
other,1200.0,2.0,125.0,2,10416.666666666666
Hebbal,1645.0,3.0,121.0,3,7355.623100303951
Whitefield,1250.0,2.0,72.0,2,5760.0
Whitefield,709.0,1.0,34.385,1,4849.788434414669
Whitefield,1340.0,2.0,77.0,2,5746.268656716418
Cooke Town,2388.0,4.0,239.0,3,10008.375209380234
Hosa Road,1369.1,2.0,104.0,2,7596.231100723103
other,1355.0,2.0,75.0,2,5535.055350553505
Bannerghatta Road,1150.0,2.0,65.0,2,5652.173913043478
Kanakapura,1938.0,3.0,113.0,3,5830.7533539731685
Begur Road,2462.0,4.0,124.0,4,5036.555645816409
Budigere,1636.0,3.0,85.0,3,5195.59902200489
Akshaya Nagar,1430.0,2.0,75.0,3,5244.755244755244
Electronic City Phase II,993.0,2.0,50.0,3,5035.246727089628
Yelahanka,1270.0,2.0,78.0,2,6141.732283464567
Anjanapura,1500.0,3.0,121.0,3,8066.666666666667
Panathur,1109.0,2.0,63.0,2,5680.793507664563
Sarjapur,2885.0,3.0,185.0,4,6412.478336221837
Kothanur,1462.0,3.0,71.0,3,4856.361149110807
Marathahalli,607.0,1.0,35.0,1,5766.062602965404
Kammasandra,930.0,2.0,25.0,2,2688.1720430107525
Varthur,4500.0,5.0,300.0,4,6666.666666666667
Malleshwaram,2600.0,3.0,237.0,3,9115.384615384615
Electronic City Phase II,1418.0,3.0,52.47,3,3700.282087447109
EPIP Zone,1125.0,2.0,65.0,2,5777.777777777777
CV Raman Nagar,1825.0,3.0,126.0,3,6904.109589041096
Whitefield,1320.0,2.0,79.5,2,6022.727272727273
Whitefield,750.0,2.0,52.7,2,7026.666666666667
Yelahanka,1400.0,2.0,80.54,3,5752.857142857143
other,4104.0,4.0,360.0,4,8771.929824561403
Mahadevpura,3295.0,4.0,260.0,5,7890.743550834598
other,1150.0,3.0,110.0,4,9565.217391304348
Whitefield,1200.0,3.0,61.96,3,5163.333333333333
Poorna Pragna Layout,965.0,2.0,48.0,2,4974.093264248705
Gottigere,812.0,1.0,26.0,1,3201.9704433497536
KR Puram,1100.0,2.0,43.0,2,3909.090909090909
HSR Layout,1145.0,2.0,48.0,2,4192.139737991266
Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
Hegde Nagar,1200.0,2.0,75.0,2,6250.0
Kenchenahalli,1015.0,2.0,58.0,2,5714.285714285715
Kaggalipura,2400.0,3.0,165.0,3,6875.0
Whitefield,3000.0,4.0,306.0,4,10200.0
JP Nagar,1300.0,2.0,109.0,2,8384.615384615385
Hebbal Kempapura,1300.0,2.0,102.0,2,7846.153846153846
Hosa Road,1512.0,3.0,123.0,3,8134.920634920635
Bhoganhalli,1053.4,3.0,88.91,3,8440.288589329788
Yeshwanthpur,605.0,1.0,41.745,1,6899.999999999999
Hormavu,1153.0,2.0,65.0,2,5637.467476149176
other,2080.0,2.0,150.0,2,7211.538461538462
Hulimavu,1255.0,2.0,69.0,2,5498.00796812749
Marathahalli,1583.0,3.0,109.0,3,6885.6601389766265
other,1505.0,2.0,90.0,2,5980.066445182724
Kathriguppe,1365.0,2.0,75.08,3,5500.3663003663005
other,1200.0,3.0,95.75,3,7979.166666666667
other,1810.0,4.0,148.0,3,8176.795580110497
Magadi Road,440.0,1.0,35.0,1,7954.545454545455
Subramanyapura,975.0,2.0,63.0,2,6461.538461538462
other,1530.0,2.0,97.0,3,6339.869281045751
Channasandra,1115.0,2.0,40.0,2,3587.4439461883408
Sarjapur  Road,1308.0,2.0,83.0,2,6345.565749235474
Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
Sarjapur  Road,1592.0,3.0,91.0,3,5716.08040201005
Rajaji Nagar,1222.0,2.0,112.0,2,9165.30278232406
Raja Rajeshwari Nagar,1267.0,2.0,42.85,2,3382.004735595896
Balagere,656.0,1.0,53.0,1,8079.268292682927
Garudachar Palya,4500.0,5.0,400.0,4,8888.888888888889
Chandapura,1200.0,1.0,36.0,2,3000.0
Thanisandra,1698.0,3.0,102.0,3,6007.067137809187
Electronic City,1152.0,2.0,65.75,2,5707.465277777777
Raja Rajeshwari Nagar,550.0,1.0,21.0,1,3818.181818181818
Pattandur Agrahara,900.0,2.0,42.0,2,4666.666666666667
Akshaya Nagar,1419.0,2.0,73.0,3,5144.46793516561
Amruthahalli,1200.0,2.0,55.0,2,4583.333333333333
Gottigere,990.0,2.0,40.0,2,4040.40404040404
Bannerghatta Road,1100.0,2.0,39.0,2,3545.454545454545
other,1500.0,2.0,130.0,3,8666.666666666666
Frazer Town,2560.0,3.0,265.0,3,10351.5625
Talaghattapura,1856.0,3.0,135.0,3,7273.706896551724
Sarjapur  Road,1150.0,2.0,77.0,2,6695.652173913043
Abbigere,1200.0,4.0,98.0,5,8166.666666666667
Hennur Road,1036.0,2.0,59.46,2,5739.382239382239
Whitefield,3445.0,5.0,270.0,4,7837.44557329463
other,1400.0,2.0,80.0,2,5714.285714285715
Bommanahalli,1110.0,2.0,33.0,2,2972.972972972973
Kodichikkanahalli,1150.0,2.0,48.0,2,4173.913043478261
Kenchenahalli,715.0,1.0,45.0,1,6293.706293706294
Magadi Road,1200.0,4.0,130.0,4,10833.333333333334
Nagarbhavi,1400.0,2.0,85.0,3,6071.428571428572
Whitefield,1700.0,3.0,140.0,3,8235.29411764706
Kanakpura Road,1591.0,3.0,120.0,3,7542.42614707731
Nagarbhavi,1515.0,2.0,79.0,3,5214.521452145214
Marathahalli,2500.0,3.0,200.0,5,8000.0
other,1533.0,3.0,150.0,3,9784.735812133073
Banashankari Stage II,1500.0,2.0,120.0,3,8000.0
Begur Road,1160.0,2.0,42.92,2,3700.0
Chandapura,620.0,1.0,27.0,1,4354.83870967742
Whitefield,4827.0,4.0,400.0,4,8286.720530350114
Whitefield,1405.0,2.0,84.5,2,6014.234875444839
Gunjur,1190.0,2.0,40.0,2,3361.344537815126
Harlur,1174.0,2.0,78.0,2,6643.9522998296425
Seegehalli,1155.0,2.0,72.0,2,6233.766233766234
Thanisandra,1411.0,3.0,93.04,3,6593.905031892275
other,745.0,2.0,50.0,2,6711.4093959731545
Kereguddadahalli,1000.0,2.0,30.0,2,3000.0
Jigani,923.0,2.0,50.0,2,5417.118093174431
Battarahalli,1276.0,2.0,45.0,2,3526.6457680250783
other,1355.0,2.0,95.0,2,7011.070110701107
other,833.0,1.0,49.0,1,5882.35294117647
Ramamurthy Nagar,1200.0,2.0,48.0,2,4000.0
Yeshwanthpur,669.0,1.0,36.85,1,5508.221225710015
Kothanur,1790.0,3.0,105.0,3,5865.921787709497
NGR Layout,1020.0,2.0,45.0,2,4411.764705882353
Kodichikkanahalli,1070.0,2.0,43.0,2,4018.691588785047
other,3000.0,5.0,270.0,4,9000.0
Kanakpura Road,1207.0,2.0,79.9,2,6619.718309859156
Varthur,1140.0,2.0,55.5,2,4868.421052631579
other,1220.0,2.0,68.0,2,5573.770491803279
Sarjapur  Road,1965.0,3.0,120.0,3,6106.8702290076335
Haralur Road,1225.0,2.0,70.0,2,5714.285714285715
Marathahalli,1075.0,2.0,52.43,2,4877.209302325581
Panathur,1000.0,2.0,68.0,2,6800.0
Hennur Road,1891.0,3.0,109.0,3,5764.1459545214175
Yelahanka,1322.0,2.0,86.0,2,6505.295007564297
Bellandur,3600.0,4.0,260.0,4,7222.222222222223
AECS Layout,1045.0,2.0,36.58,2,3500.478468899521
other,1545.0,3.0,85.0,3,5501.6181229773465
Thanisandra,1996.0,3.0,135.0,3,6763.527054108216
Brookefield,1125.0,2.0,70.0,2,6222.222222222223
Mysore Road,1560.0,3.0,115.0,3,7371.794871794872
Murugeshpalya,3100.0,4.0,310.0,4,10000.0
other,1350.0,2.0,110.0,2,8148.148148148148
Sarjapur  Road,2275.0,4.0,180.0,3,7912.087912087912
Dasanapura,708.0,1.0,28.32,1,4000.0
Sarjapur  Road,1680.0,3.0,160.0,3,9523.809523809525
Hoodi,1400.0,2.0,82.0,2,5857.142857142857
Bellandur,1310.0,2.0,72.0,2,5496.18320610687
BTM Layout,3300.0,6.0,165.0,6,5000.0
Chikkalasandra,1428.0,2.0,80.0,3,5602.240896358543
Whitefield,3252.0,4.0,280.0,4,8610.086100861008
Haralur Road,1194.0,2.0,46.0,2,3852.596314907873
8th Phase JP Nagar,1080.0,2.0,35.0,2,3240.740740740741
other,1200.0,2.0,68.0,3,5666.666666666667
other,1200.0,4.0,120.0,5,10000.0
Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
Sector 2 HSR Layout,1146.0,2.0,55.0,2,4799.301919720768
Rachenahalli,440.0,1.0,28.0,1,6363.636363636364
Sahakara Nagar,1048.0,2.0,50.0,2,4770.992366412213
Thanisandra,1801.0,3.0,115.0,3,6385.341476957246
Hennur Road,1232.0,2.0,69.61,2,5650.162337662337
Whitefield,1150.0,2.0,90.0,2,7826.086956521739
Talaghattapura,1868.0,3.0,120.0,3,6423.982869379015
Begur,1445.0,2.0,47.1,3,3259.515570934256
Hebbal Kempapura,1466.0,2.0,140.0,3,9549.795361527968
JP Nagar,3860.0,3.0,402.0,3,10414.507772020725
Somasundara Palya,1185.0,2.0,70.0,2,5907.172995780591
Yeshwanthpur,3027.0,4.0,260.0,3,8589.362405021473
Whitefield,2400.0,4.0,147.0,4,6125.0
Kaval Byrasandra,1185.0,2.0,49.0,2,4135.021097046413
other,2000.0,4.0,180.0,5,9000.0
Pai Layout,1075.0,2.0,35.0,2,3255.813953488372
Hebbal,1760.0,3.0,123.0,3,6988.636363636364
Banashankari,1600.0,2.0,63.98,2,3998.75
Haralur Road,1000.0,2.0,78.0,2,7800.0
7th Phase JP Nagar,1215.0,2.0,90.0,2,7407.407407407408
EPIP Zone,1734.0,3.0,125.0,3,7208.76585928489
Akshaya Nagar,1280.0,2.0,60.0,2,4687.5
Rachenahalli,1113.0,2.0,55.0,2,4941.599281221923
Horamavu Banaswadi,1272.0,2.0,48.0,2,3773.5849056603774
Kereguddadahalli,1240.0,3.0,41.0,3,3306.451612903226
Yelahanka,1100.0,2.0,70.0,2,6363.636363636364
Ambalipura,896.0,2.0,30.13,2,3362.723214285714
Rachenahalli,3657.0,5.0,220.0,4,6015.859994531036
BTM 2nd Stage,1200.0,2.0,35.0,2,2916.6666666666665
Ambalipura,3500.0,3.0,198.0,3,5657.142857142857
Sarjapur,1500.0,2.0,30.0,2,2000.0
Nagarbhavi,1145.0,2.0,40.0,2,3493.4497816593885
Seegehalli,1830.0,4.0,82.0,3,4480.87431693989
other,1280.0,4.0,115.0,4,8984.375
Chandapura,645.0,1.0,16.45,1,2550.3875968992247
Banashankari Stage III,1305.0,2.0,60.0,3,4597.701149425287
Thigalarapalya,1207.0,2.0,62.0,2,5136.702568351284
Thanisandra,1678.0,3.0,125.0,3,7449.344457687724
Kaggalipura,950.0,2.0,50.0,2,5263.1578947368425
Electronic City,1070.0,2.0,55.0,2,5140.186915887851
Ardendale,1732.46,3.0,92.0,3,5310.367916142364
Marathahalli,1360.0,2.0,103.0,2,7573.529411764706
Malleshpalya,2592.0,4.0,250.0,4,9645.06172839506
Lakshminarayana Pura,1656.0,3.0,150.0,3,9057.971014492754
Dodda Nekkundi,1999.0,3.0,135.0,3,6753.376688344172
7th Phase JP Nagar,1050.0,2.0,75.0,2,7142.857142857143
Basavangudi,1600.0,2.0,160.0,3,10000.0
Ramagondanahalli,1253.0,2.0,52.66,2,4202.713487629689
other,1200.0,3.0,85.0,3,7083.333333333333
other,1655.0,3.0,155.0,3,9365.558912386708
Old Madras Road,2600.0,4.0,260.0,4,10000.0
Sarjapur  Road,1418.0,2.0,78.0,2,5500.705218617772
Kalena Agrahara,1270.0,2.0,100.0,2,7874.015748031496
other,1150.0,2.0,74.0,2,6434.782608695652
Ramamurthy Nagar,600.0,3.0,45.0,2,7500.0
other,1200.0,2.0,108.0,3,9000.0
other,1200.0,2.0,75.0,2,6250.0
Chandapura,1200.0,5.0,92.0,4,7666.666666666667
Whitefield,624.0,1.0,35.0,1,5608.974358974359
Electronic City,1060.0,2.0,58.0,2,5471.698113207547
Hebbal,3960.0,5.0,386.0,4,9747.474747474747
KR Puram,950.0,2.0,40.0,2,4210.526315789473
Channasandra,3040.0,2.0,48.0,2,1578.9473684210527
Vishwapriya Layout,1235.0,2.0,60.0,2,4858.299595141701
Budigere,722.0,1.0,46.0,1,6371.191135734072
Kanakpura Road,2775.0,3.0,165.0,4,5945.945945945946
Sarjapur  Road,1200.0,2.0,93.0,2,7750.0
Marathahalli,1220.0,2.0,58.5,2,4795.081967213115
Nagavarapalya,705.0,1.0,52.5,1,7446.808510638298
Battarahalli,1880.0,3.0,94.36,3,5019.148936170212
Yelahanka,1200.0,2.0,70.0,2,5833.333333333333
Lingadheeranahalli,1893.0,3.0,130.0,3,6867.406233491812
Seegehalli,4000.0,3.0,235.0,3,5875.0
Haralur Road,1830.0,3.0,101.0,3,5519.12568306011
Kodigehalli,1200.0,2.0,48.0,2,4000.0
Bommasandra,1015.0,2.0,40.0,2,3940.886699507389
Raja Rajeshwari Nagar,1120.0,2.0,37.95,2,3388.3928571428573
Hoodi,706.0,1.0,48.24,1,6832.8611898017
other,1350.0,4.0,85.0,4,6296.2962962962965
Bisuvanahalli,1075.0,2.0,42.0,3,3906.9767441860463
Kanakpura Road,1290.0,2.0,80.0,2,6201.550387596899
Akshaya Nagar,1200.0,2.0,50.0,2,4166.666666666667
Hormavu,1150.0,2.0,53.11,2,4618.260869565217
Uttarahalli,1360.0,2.0,61.2,3,4500.0
Cox Town,1730.0,3.0,140.0,3,8092.485549132948
Marathahalli,950.0,2.0,45.68,2,4808.421052631579
Hegde Nagar,3216.0,5.0,300.0,4,9328.358208955224
Sarjapur  Road,1115.0,2.0,60.0,2,5381.165919282511
Rajiv Nagar,2340.0,5.0,129.0,4,5512.820512820513
9th Phase JP Nagar,1005.0,2.0,43.0,2,4278.606965174129
Kengeri,416.0,1.0,19.5,1,4687.5
1st Phase JP Nagar,1394.0,2.0,100.0,2,7173.601147776184
other,1550.0,3.0,160.0,3,10322.58064516129
Thanisandra,1265.0,2.0,82.0,2,6482.213438735178
Varthur,1012.0,2.0,59.0,2,5830.0395256917
Varthur,1600.0,4.0,112.0,4,7000.0
Chikkalasandra,1070.0,2.0,42.8,2,4000.0
Whitefield,1700.0,3.0,95.0,3,5588.235294117647
Bhoganhalli,910.2,2.0,80.64,2,8859.591298615689
Kogilu,1140.0,2.0,50.66,2,4443.859649122807
Whitefield,4960.0,4.0,400.0,4,8064.516129032258
Talaghattapura,2254.0,3.0,170.0,3,7542.147293700089
Kanakapura,945.0,2.0,47.0,2,4973.544973544974
Marathahalli,615.0,1.0,44.0,1,7154.471544715447
Ramamurthy Nagar,1110.0,2.0,65.0,2,5855.855855855856
Electronic City,1025.0,2.0,54.1,2,5278.048780487805
other,1758.0,3.0,95.0,3,5403.86803185438
other,3179.0,5.0,351.0,4,11041.207927021076
Kaikondrahalli,1342.0,3.0,92.0,3,6855.439642324888
Whitefield,2928.0,4.0,198.0,4,6762.295081967213
Doddathoguru,1140.0,2.0,32.0,2,2807.0175438596493
Raja Rajeshwari Nagar,1608.0,2.0,85.0,2,5286.0696517412935
Kadugodi,1645.0,2.0,82.0,3,4984.802431610942
Harlur,1200.0,2.0,52.0,2,4333.333333333333
other,1200.0,3.0,85.0,2,7083.333333333333
Kalyan nagar,1080.0,2.0,73.0,2,6759.259259259259
Akshaya Nagar,1092.0,2.0,60.0,2,5494.505494505494
Jalahalli,1932.0,4.0,135.0,3,6987.577639751553
KR Puram,1156.0,2.0,72.0,2,6228.3737024221455
Bellandur,924.0,2.0,35.11,2,3799.78354978355
Thubarahalli,1330.0,2.0,75.0,2,5639.097744360903
Thanisandra,1917.0,4.0,113.0,3,5894.627021387585
Kodigehalli,655.0,1.0,53.0,1,8091.603053435115
other,1800.0,3.0,140.0,3,7777.777777777777
Margondanahalli,1360.0,2.0,45.0,4,3308.823529411765
Bellandur,1785.0,3.0,118.0,3,6610.644257703081
Hebbal,1645.0,3.0,120.0,3,7294.83282674772
Gottigere,1235.0,2.0,63.0,2,5101.214574898785
Anandapura,900.0,2.0,48.0,2,5333.333333333333
Thanisandra,662.0,1.0,42.0,1,6344.410876132931
TC Palaya,1440.0,5.0,100.0,5,6944.444444444444
Bisuvanahalli,845.0,2.0,37.0,2,4378.698224852071
Sarjapur  Road,1525.0,2.0,87.0,3,5704.918032786885
Hebbal,1255.0,2.0,90.0,3,7171.314741035857
Mysore Road,1560.0,3.0,120.0,3,7692.307692307692
Kodichikkanahalli,1620.0,2.0,85.0,3,5246.913580246914
Marathahalli,1595.0,3.0,90.0,3,5642.633228840125
9th Phase JP Nagar,835.0,2.0,37.0,2,4431.137724550898
Thigalarapalya,1418.0,2.0,106.0,2,7475.317348377997
Sanjay nagar,1900.0,2.0,180.0,3,9473.684210526317
BTM 2nd Stage,1070.0,2.0,48.0,2,4485.981308411215
Electronics City Phase 1,755.0,1.0,42.41,1,5617.218543046358
Hebbal,1645.0,3.0,117.0,3,7112.462006079028
Sarjapur,2400.0,3.0,190.0,3,7916.666666666667
Chandapura,645.0,1.0,16.45,1,2550.3875968992247
other,3900.0,4.0,333.0,4,8538.461538461539
other,2400.0,4.0,200.0,3,8333.333333333334
Bannerghatta Road,1725.0,3.0,110.0,3,6376.811594202899
Sarjapur  Road,1346.0,2.0,71.32,2,5298.662704309063
Electronic City Phase II,1070.0,2.0,45.0,2,4205.607476635514
Begur Road,1225.0,2.0,35.52,2,2899.5918367346944
Neeladri Nagar,640.0,1.0,20.5,1,3203.125
Kanakapura,1190.0,2.0,39.0,2,3277.310924369748
other,1645.0,3.0,87.5,3,5319.148936170212
Marathahalli,1350.0,2.0,89.0,2,6592.592592592592
Vittasandra,1404.0,2.0,68.8,2,4900.284900284901
Dodda Nekkundi,1100.0,2.0,41.15,2,3740.909090909091
Thanisandra,1948.0,3.0,130.0,3,6673.511293634497
Raja Rajeshwari Nagar,1210.0,2.0,45.0,2,3719.00826446281
other,2600.0,3.0,140.0,3,5384.615384615385
7th Phase JP Nagar,1300.0,3.0,89.13,3,6856.153846153846
7th Phase JP Nagar,1130.0,2.0,73.0,2,6460.1769911504425
Thanisandra,1690.0,3.0,125.0,3,7396.449704142012
Padmanabhanagar,4500.0,4.0,360.0,3,8000.0
other,950.0,2.0,60.0,2,6315.789473684211
Marathahalli,1020.0,2.0,57.0,2,5588.235294117647
Hennur Road,1804.0,3.0,102.0,3,5654.10199556541
Marathahalli,1600.0,3.0,88.0,2,5500.0
Uttarahalli,1280.0,2.0,75.0,2,5859.375
Hebbal,1255.0,3.0,77.68,3,6189.641434262949
Hoodi,1257.0,2.0,69.0,2,5489.260143198091
Raja Rajeshwari Nagar,1240.0,2.0,53.27,2,4295.967741935484
Bannerghatta Road,1850.0,6.0,150.0,6,8108.108108108108
Hulimavu,1255.0,2.0,66.0,2,5258.964143426295
Ananth Nagar,870.0,2.0,36.0,2,4137.931034482759
R.T. Nagar,1235.0,2.0,65.0,2,5263.1578947368425
Yelahanka,2675.0,4.0,140.0,4,5233.644859813084
CV Raman Nagar,1025.0,2.0,50.0,2,4878.048780487805
Raja Rajeshwari Nagar,1395.0,2.0,72.0,3,5161.290322580645
Rachenahalli,1530.0,2.0,74.4,3,4862.745098039216
Dodda Nekkundi,1252.0,2.0,71.0,3,5670.926517571885
Hennur Road,1081.0,2.0,30.27,2,2800.185013876041
Haralur Road,1255.0,3.0,130.0,3,10358.565737051793
Ardendale,2062.0,3.0,150.0,4,7274.4907856450045
Bisuvanahalli,1180.0,2.0,60.0,3,5084.745762711865
Sarjapur  Road,715.0,1.0,29.0,1,4055.944055944056
Sarjapur  Road,1230.0,2.0,94.5,2,7682.926829268293
Kaggadasapura,1035.0,2.0,45.5,2,4396.135265700483
Kathriguppe,1300.0,3.0,77.99,3,5999.230769230769
Whitefield,1216.0,2.0,84.0,2,6907.894736842105
Nagavarapalya,705.0,1.0,57.0,1,8085.106382978724
Gottigere,1385.0,3.0,64.0,3,4620.938628158845
Anekal,1200.0,2.0,36.1,2,3008.333333333333
Koramangala,1320.0,2.0,110.0,2,8333.333333333334
other,1900.0,3.0,205.0,3,10789.473684210529
Varthur,1140.0,2.0,39.9,2,3500.0
Kadugodi,1100.0,2.0,45.0,2,4090.909090909091
Rajaji Nagar,1263.0,2.0,107.0,2,8471.892319873317
Begur Road,1565.0,2.0,59.76,3,3818.5303514377
Whitefield,2882.0,5.0,204.0,4,7078.417765440666
Hennur Road,2320.0,3.0,170.0,3,7327.586206896552
Sarjapur  Road,1750.0,3.0,99.0,3,5657.142857142857
Kudlu,1143.0,2.0,55.0,2,4811.898512685914
Hennur Road,1936.0,3.0,118.0,3,6095.0413223140495
Chandapura,700.0,1.0,19.0,2,2714.285714285714
other,1402.0,2.0,85.0,3,6062.767475035664
Gottigere,1000.0,2.0,35.0,2,3500.0
Kengeri Satellite Town,818.0,2.0,26.0,2,3178.484107579462
Bommenahalli,1680.0,3.0,135.0,4,8035.714285714285
Kalyan nagar,2422.0,3.0,150.0,4,6193.228736581338
Indira Nagar,1145.0,2.0,100.0,2,8733.624454148472
Sarjapur  Road,1145.0,2.0,62.0,2,5414.847161572053
Bannerghatta Road,950.0,2.0,38.0,2,4000.0
Banashankari,1041.0,2.0,36.44,2,3500.480307396734
Thubarahalli,1085.0,2.0,70.0,2,6451.612903225807
Anjanapura,1070.0,2.0,37.0,2,3457.9439252336447
Raja Rajeshwari Nagar,1165.0,2.0,45.0,2,3862.660944206009
Bommasandra,1000.0,2.0,35.0,2,3500.0
Horamavu Agara,1169.0,2.0,64.0,2,5474.764756201882
other,1150.0,4.0,110.0,4,9565.217391304348
Whitefield,1840.0,3.0,140.0,3,7608.695652173913
Kaval Byrasandra,997.0,2.0,53.0,2,5315.947843530592
Gunjur,1457.0,2.0,60.0,2,4118.050789293068
ISRO Layout,1000.0,2.0,60.0,2,6000.0
KR Puram,1000.0,2.0,60.0,2,6000.0
Sarjapur  Road,1500.0,3.0,88.0,3,5866.666666666667
Lakshminarayana Pura,1165.0,2.0,75.0,2,6437.768240343347
Kasavanhalli,1787.0,3.0,123.0,3,6883.044208170118
Raja Rajeshwari Nagar,1288.0,2.0,70.0,3,5434.782608695652
Doddathoguru,750.0,1.0,25.5,1,3400.0
Channasandra,1200.0,3.0,67.77,3,5647.5
Electronic City,1500.0,2.0,78.0,3,5200.0
Ambalipura,1230.0,2.0,66.25,2,5386.178861788618
Marathahalli,780.0,1.0,55.0,1,7051.282051282052
Bannerghatta Road,1220.0,2.0,80.0,2,6557.377049180328
Akshaya Nagar,1690.0,3.0,85.0,3,5029.585798816568
Bannerghatta Road,1130.0,2.0,78.0,2,6902.654867256637
Kengeri,900.0,2.0,45.0,2,5000.0
Panathur,1199.0,2.0,85.0,2,7089.241034195163
Uttarahalli,661.0,1.0,36.0,1,5446.293494704993
Marathahalli,1710.0,3.0,100.0,3,5847.953216374269
Kengeri Satellite Town,1030.0,2.0,50.0,2,4854.368932038835
Ramamurthy Nagar,1200.0,2.0,78.0,2,6500.0
Nagarbhavi,300.0,1.0,20.0,1,6666.666666666667
Green Glen Layout,1751.0,2.0,115.0,3,6567.675613934895
Panathur,1255.0,2.0,79.0,2,6294.820717131474
Whitefield,1778.0,3.0,122.0,3,6861.6422947131605
Hennur Road,1480.0,2.0,65.0,2,4391.891891891892
Marathahalli,1358.0,2.0,81.0,2,5964.653902798233
Electronics City Phase 1,580.0,1.0,27.0,1,4655.172413793103
Choodasandra,1197.0,2.0,63.0,2,5263.1578947368425
Lingadheeranahalli,1705.0,3.0,110.0,3,6451.612903225807
Hoodi,1132.0,2.0,67.9,2,5998.233215547704
other,814.0,2.0,55.0,2,6756.756756756757
Electronic City,1575.0,3.0,90.0,3,5714.285714285715
Pattandur Agrahara,1302.0,2.0,66.0,2,5069.124423963133
Hegde Nagar,2006.8,4.0,196.0,3,9766.792904125972
other,1590.0,3.0,120.0,3,7547.169811320755
Electronic City Phase II,1140.0,2.0,33.06,2,2900.0
Kasavanhalli,1090.0,2.0,59.8,2,5486.238532110092
Thanisandra,1922.0,3.0,106.0,3,5515.088449531738
Thanisandra,965.0,2.0,67.0,2,6943.00518134715
Mysore Road,883.0,2.0,40.95,2,4637.599093997736
8th Phase JP Nagar,1062.0,2.0,42.47,2,3999.058380414313
Electronic City Phase II,1089.0,2.0,32.67,2,3000.0
Hoodi,1108.0,2.0,87.0,2,7851.985559566787
Harlur,1197.0,2.0,79.0,2,6599.832915622389
Vijayanagar,1749.0,3.0,117.0,3,6689.536878216123
Kasavanhalli,1691.0,3.0,104.0,3,6150.206978119456
Electronic City,1449.0,3.0,100.0,3,6901.311249137336
Whitefield,1400.0,2.0,80.0,2,5714.285714285715
Green Glen Layout,1750.0,3.0,130.0,3,7428.571428571428
7th Phase JP Nagar,1450.0,3.0,100.0,3,6896.551724137931
Haralur Road,1810.0,3.0,126.0,3,6961.325966850829
Vittasandra,1246.0,2.0,62.3,2,5000.0
Brookefield,1420.0,3.0,85.0,3,5985.915492957746
Old Airport Road,2658.0,5.0,187.0,4,7035.364936042137
other,1450.0,2.0,89.6,3,6179.310344827586
Talaghattapura,2254.0,3.0,170.0,3,7542.147293700089
Begur Road,1160.0,2.0,42.0,2,3620.689655172414
Raja Rajeshwari Nagar,1120.0,2.0,37.97,2,3390.178571428572
Kaggalipura,950.0,2.0,47.0,2,4947.368421052632
Basavangudi,1560.0,2.0,145.0,2,9294.871794871797
other,1340.0,2.0,77.0,2,5746.268656716418
Sarjapur  Road,1846.0,3.0,145.0,3,7854.821235102925
Dodda Nekkundi,1155.0,2.0,46.0,2,3982.683982683983
Raja Rajeshwari Nagar,1140.0,2.0,38.65,2,3390.3508771929824
Jalahalli East,1300.0,2.0,63.0,3,4846.153846153846
Bellandur,1051.0,2.0,60.0,2,5708.848715509039
Uttarahalli,1134.0,2.0,45.36,2,4000.0
Kodihalli,2500.0,4.0,260.0,3,10400.0
other,1665.0,3.0,105.0,3,6306.306306306306
Kanakpura Road,1868.0,3.0,113.0,3,6049.250535331906
other,2300.0,4.0,200.0,4,8695.652173913044
other,1210.0,2.0,76.0,2,6280.99173553719
Ambalipura,1351.0,2.0,77.0,2,5699.481865284974
Hebbal,1636.0,3.0,119.0,3,7273.838630806846
Haralur Road,1464.0,2.0,56.0,2,3825.136612021858
Attibele,418.0,1.0,12.0,1,2870.813397129187
Bannerghatta,2370.0,4.0,195.0,3,8227.848101265823
Rachenahalli,1530.0,2.0,74.5,3,4869.281045751634
Marathahalli,1290.0,2.0,52.0,2,4031.0077519379847
Sarjapur  Road,1846.0,3.0,155.0,3,8396.533044420368
Hegde Nagar,1847.0,3.0,135.0,3,7309.149972929074
Hoodi,1430.0,2.0,110.0,2,7692.307692307692
Old Madras Road,935.0,2.0,45.0,2,4812.834224598931
Attibele,1350.0,3.0,85.0,3,6296.2962962962965
Hennur Road,1590.0,3.0,96.5,3,6069.182389937107
other,1286.0,3.0,67.0,3,5209.9533437014
Shivaji Nagar,1554.0,3.0,130.0,2,8365.508365508365
Harlur,1749.0,3.0,112.0,3,6403.659233847913
Bommenahalli,1632.0,3.0,128.0,4,7843.137254901961
